Chapter,Disease,ID,,,,ICD9_CODE,TA,SHORT_TITLE,Count of HADM_ID,Adverse Effect,Disease,,
,,,,,,81332,800-999,Fx ulna shaft-open,6,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81382,800-999,Fracture ulna NOS-closed,6,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81383,800-999,Fx radius w ulna NOS-cl,6,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81302,800-999,Fx coronoid proc ulna-cl,5,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81303,800-999,Monteggia's fx-closed,5,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81352,800-999,Fx distal radius NEC-opn,5,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81318,800-999,Fx up radius w ulna-open,4,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81308,800-999,Fx up radius w ulna-clos,3,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81351,800-999,Colles' fracture-open,3,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81307,800-999,Fx up radius NEC/NOS-cl,2,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81313,800-999,Monteggia's fx-open,2,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81331,800-999,Fx radius shaft-open,2,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81353,800-999,Fx distal ulna-open,2,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81393,800-999,Fx radius w ulna NOS-opn,2,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81314,800-999,Fx up ulna NEC/NOS-open,1,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81381,800-999,Fx radius NOS-closed,1,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81391,800-999,Fracture radius NOS-open,1,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81392,800-999,Fracture ulna NOS-open,1,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81300,800-999,Fx upper forearm NOS-cl,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81304,800-999,Fx upper ulna NEC/NOS-cl,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81306,800-999,Fx radius neck-closed,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81310,800-999,Fx upper forearm NOS-opn,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81312,800-999,Fx coronoid pro ulna-opn,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81315,800-999,Fx radius head-open,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81316,800-999,Fx radius neck-open,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81317,800-999,Fx up radius NEC/NOS-opn,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81320,800-999,Fx shaft forearm NOS-cl,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81330,800-999,Fx shaft forearm NOS-opn,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81340,800-999,Fx lower forearm NOS-cl,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81345,800-999,Torus fx radius-cl/alone,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81346,800-999,Torus fx ulna-closed,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81347,800-999,Torus fx radius/ulna-clo,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81350,800-999,Fx lower forearm NOS-opn,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81380,800-999,Fx forearm NOS-closed,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81390,800-999,Fx forearm NOS-open,0,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81401,800-999,"Fx navicular, wrist-clos",12,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81400,800-999,Fx carpal bone NOS-close,9,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81403,800-999,"Fx triquetral, wrist-cl",5,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81408,800-999,Fx hamate bone-closed,3,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81409,800-999,Fx carpal bone NEC-close,3,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81402,800-999,"Fx lunate, wrist-closed",2,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81405,800-999,Fx trapezium bone-closed,2,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81406,800-999,Fx trapezoid bone-closed,2,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81411,800-999,"Fx navicular, wrist-open",2,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81419,800-999,Fx carpal bone NEC-open,2,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81404,800-999,Fx pisiform-closed,1,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81407,800-999,Fx capitate bone-closed,1,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81412,800-999,"Fx lunate, wrist-open",1,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81418,800-999,Fx hamate bone-open,1,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81410,800-999,Fx carpal bone NOS-open,0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81413,800-999,"Fx triquetral, wrist-opn",0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81414,800-999,Fx pisiform-open,0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81415,800-999,Fx trapezium bone-open,0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81416,800-999,Fx trapezoid bone-open,0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81417,800-999,Fx capitate bone-open,0,-,Fracture of carpal bone(s) ,800-999Fracture of carpal bone(s) ,#N/A
,,,,,,81500,800-999,Fx metacarpal NOS-closed,22,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81502,800-999,Fx metacarp base NEC-cl,17,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81501,800-999,Fx 1st metacarp base-cl,13,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81503,800-999,Fx metacarpal shaft-clos,9,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81509,800-999,Mult fx metacarpus-close,5,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81519,800-999,Mult fx metacarpus-open,5,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81510,800-999,Fx metacarpal NOS-open,3,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81512,800-999,Fx metacarp base NEC-opn,2,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81513,800-999,Fx metacarpal shaft-open,2,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81504,800-999,Fx metacarpal neck-close,1,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81511,800-999,Fx 1st metacarp base-opn,1,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81514,800-999,Fx metacarpal neck-open,1,-,Fracture of metacarpal bone(s) ,800-999Fracture of metacarpal bone(s) ,#N/A
,,,,,,81601,800-999,"Fx mid/prx phal, hand-cl",28,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81600,800-999,"Fx phalanx, hand NOS-cl",10,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81611,800-999,"Fx mid/prx phal, hand-op",10,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81602,800-999,"Fx dist phalanx, hand-cl",9,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81612,800-999,"Fx distal phal, hand-opn",4,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81613,800-999,"Fx mult phalan, hand-opn",3,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81603,800-999,"Fx mult phalan, hand-cl",1,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,81610,800-999,"Fx phalanx, hand NOS-opn",1,-,Fracture of one or more phalanges of hand ,800-999Fracture of one or more phalanges of hand ,#N/A
,,,,,,8170,800-999,Multiple fx hand-closed,3,-,Multiple fractures of hand bones ,800-999Multiple fractures of hand bones ,#N/A
,,,,,,8171,800-999,Multiple fx hand-open,1,-,Multiple fractures of hand bones ,800-999Multiple fractures of hand bones ,#N/A
,,,,,,8180,800-999,Fx arm mult/NOS-closed,0,-,Ill-defined fractures of upper limb ,800-999Ill-defined fractures of upper limb ,#N/A
,,,,,,8181,800-999,Fx arm mult/NOS-open,0,-,Ill-defined fractures of upper limb ,800-999Ill-defined fractures of upper limb ,#N/A
,,,,,,8190,800-999,Fx arms w rib/sternum-cl,2,-,Multiple fractures involving both upper limbs and upper limb with rib(s) and sternum ,800-999Multiple fractures involving both upper limbs and upper limb with rib(s) and sternum ,#N/A
,,,,,,8191,800-999,Fx arms w rib/stern-open,1,-,Multiple fractures involving both upper limbs and upper limb with rib(s) and sternum ,800-999Multiple fractures involving both upper limbs and upper limb with rib(s) and sternum ,#N/A
,,,,,,82021,800-999,Intertrochanteric fx-cl,141,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,8208,800-999,Fx neck of femur NOS-cl,72,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82009,800-999,Fx femur intrcaps NEC-cl,62,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82022,800-999,Subtrochanteric fx-close,60,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82020,800-999,Trochanteric fx NOS-clos,15,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82003,800-999,Fx base femoral nck-clos,7,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82002,800-999,"Fx femur, midcervic-clos",6,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82001,800-999,Fx up femur epiphy-clos,2,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82019,800-999,Fx femur intrcap NEC-opn,2,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82032,800-999,Subtrochanteric fx-open,2,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82030,800-999,Trochanteric fx NOS-open,1,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,8209,800-999,Fx neck of femur NOS-opn,1,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82000,800-999,Fx femur intrcaps NOS-cl,0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82010,800-999,Fx femur intrcap NOS-opn,0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82011,800-999,Fx up femur epiphy-open,0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82012,800-999,"Fx femur, midcervic-open",0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82013,800-999,Fx base femoral nck-open,0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82031,800-999,Intertrochanteric fx-opn,0,-,Fracture of neck of femur,800-999Fracture of neck of femur,#N/A
,,,,,,82101,800-999,Fx femur shaft-closed,80,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82123,800-999,Supracondyl fx femur-cl,34,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82111,800-999,Fx femur shaft-open,24,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82121,800-999,Fx femoral condyle-close,19,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82100,800-999,Fx femur NOS-closed,14,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82120,800-999,Fx low end femur NOS-cl,11,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82129,800-999,Fx low end femur NEC-cl,10,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82133,800-999,Supracondyl fx femur-opn,9,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82130,800-999,Fx low end femur NOS-opn,8,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82131,800-999,Fx femoral condyle-open,6,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82110,800-999,Fx femur NOS-open,4,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82139,800-999,Fx low end femur NEC-opn,4,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82122,800-999,Fx low femur epiphy-clos,2,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,82132,800-999,Fx low femur epiphy-open,2,-,Fracture of other and unspecified parts of femur ,800-999Fracture of other and unspecified parts of femur ,#N/A
,,,,,,8220,800-999,Fracture patella-closed,34,-,Fracture of patella ,800-999Fracture of patella ,#N/A
,,,,,,8221,800-999,Fracture patella-open,6,-,Fracture of patella ,800-999Fracture of patella ,#N/A
,,,,,,82300,800-999,Fx upper end tibia-close,63,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82332,800-999,Fx shaft tibia w fib-opn,42,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82302,800-999,Fx up tibia w fibula-cl,39,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82382,800-999,Fx tibia w fibula NOS-cl,28,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82301,800-999,Fx upper end fibula-clos,23,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82392,800-999,Fx tibia w fib NOS-open,23,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82322,800-999,Fx shaft fib w tib-clos,18,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82320,800-999,Fx shaft tibia-closed,13,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82330,800-999,Fx tibia shaft-open,12,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82310,800-999,Fx upper end tibia-open,10,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82312,800-999,Fx up tibia w fibula-opn,10,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82321,800-999,Fx shaft fibula-closed,7,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82380,800-999,Fx tibia NOS-closed,6,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82381,800-999,Fx fibula NOS-closed,6,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82390,800-999,Fx tibia NOS-open,4,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82331,800-999,Fx fibula shaft-open,1,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82342,800-999,Torus fx tibia/fibula,1,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82311,800-999,Fx upper end fibula-open,0,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82340,800-999,Torus fracture of tibia,0,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82341,800-999,Torus fracture of fibula,0,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,82391,800-999,Fx fibula NOS-open,0,-,Fracture of tibia and fibula ,800-999Fracture of tibia and fibula ,#N/A
,,,,,,8248,800-999,Fx ankle NOS-closed,58,-,Fracture of ankle ,800-999Fracture of ankle ,#N/A
